"Student","StepID","Correct","KC_1","KC_27","KC_24","KC_14","KC_22","KC_20","KC_21"
"stu10",2745,1,0,0,1,0,0,0,0
"stu10",2748,1,0,0,0,0,0,1,0
"stu10",2751,0,0,0,0,0,0,1,0
"stu10",2752,1,0,0,0,0,0,1,0
"stu10",2757,1,0,0,0,0,0,0,1
"stu10",2761,1,0,1,0,0,0,0,0
"stu10",2770,1,0,0,1,0,0,0,0
"stu10",2774,0,0,0,1,0,0,0,0
"stu10",2779,0,0,0,1,0,0,0,0
"stu10",2780,1,0,0,1,0,0,0,0
"stu10",2811,1,1,0,0,0,0,0,0
"stu10",2815,1,1,0,0,0,0,0,0
"stu10",2817,1,1,0,0,0,0,0,0
"stu10",2851,1,0,0,0,0,0,1,0
"stu10",2855,1,0,0,0,0,0,1,0
"stu10",2861,1,0,0,0,0,0,1,0
"stu10",2872,1,0,0,0,0,0,1,0
"stu10",2882,0,0,0,0,0,0,1,0
"stu10",2883,1,0,0,0,0,0,1,0
"stu10",2894,1,0,0,0,0,0,1,0
"stu10",2900,1,0,0,0,0,0,1,0
"stu10",2915,1,0,0,0,0,0,1,0
"stu10",2924,0,0,0,0,0,0,0,1
"stu10",2925,1,0,0,0,0,0,0,1
"stu10",2928,0,0,0,0,0,0,0,1
"stu10",2929,1,0,0,0,0,0,0,1
"stu10",2930,1,0,0,0,0,0,0,1
"stu10",2936,1,0,0,0,0,0,0,1
"stu10",2937,1,0,0,0,0,0,0,1
"stu10",2941,1,0,0,0,0,0,0,1
"stu10",2943,0,0,0,0,0,0,0,1
"stu10",2956,1,0,0,0,0,0,0,1
"stu10",2984,0,0,0,1,0,0,0,0
"stu10",2987,1,0,0,1,0,0,0,0
"stu10",2990,1,0,0,1,0,0,0,0
"stu10",2991,1,0,0,1,0,0,0,0
"stu10",3006,1,0,0,1,0,0,0,0
"stu10",3022,1,0,0,1,0,0,0,0
"stu10",3060,1,0,1,0,0,0,0,0
"stu10",3106,1,0,1,0,0,0,0,0
"stu10",3108,0,0,1,0,0,0,0,0
"stu10",3109,1,0,1,0,0,0,0,0
"stu10",3111,1,0,1,0,0,0,0,0
"stu10",3112,1,0,1,0,0,0,0,0
"stu10",3122,1,0,1,0,0,0,0,0
"stu10",3133,1,0,1,0,0,0,0,0
"stu10",3138,0,0,1,0,0,0,0,0
"stu10",3139,1,0,1,0,0,0,0,0
"stu10",3145,1,1,0,0,0,0,0,0
"stu10",3161,1,0,1,0,0,0,0,0
"stu10",3162,1,0,1,0,0,0,0,0
"stu10",3166,1,0,1,0,0,0,0,0
"stu10",3198,0,0,0,1,0,0,0,0
"stu10",3199,1,0,0,1,0,0,0,0
"stu10",3213,1,0,0,1,0,0,0,0
"stu10",3218,1,0,0,0,0,0,1,0
"stu10",3225,1,0,0,0,0,0,1,0
"stu10",3239,1,0,0,0,0,0,1,0
"stu10",3265,1,0,0,0,0,0,0,1
"stu10",3268,1,0,0,0,0,0,0,1
"stu10",3270,1,0,0,0,0,0,0,1
"stu10",3281,1,0,0,0,0,0,0,1
"stu10",3317,1,0,0,0,0,0,0,1
"stu10",3330,1,0,0,0,0,0,1,0
"stu10",3340,1,0,0,0,0,0,0,1
"stu10",3343,1,0,0,0,0,0,0,1
"stu10",3346,1,0,0,0,0,0,0,1
"stu10",3349,1,0,0,0,0,0,0,1
"stu10",3355,1,0,0,0,0,0,0,1
"stu10",3358,1,0,0,0,0,0,0,1
"stu10",3367,0,0,0,0,0,0,0,1
"stu10",3368,1,0,0,0,0,0,0,1
"stu10",3384,1,0,0,0,0,0,0,1
"stu10",3385,0,0,0,0,0,0,0,1
"stu10",3386,1,0,0,0,0,0,0,1
"stu10",3388,1,0,0,0,0,0,0,1
"stu10",3389,1,0,0,0,0,0,0,1
"stu10",3390,1,0,0,0,0,0,0,1
"stu10",3397,1,0,0,0,0,0,0,1
"stu10",3416,1,0,0,0,0,0,0,1
"stu10",3418,1,0,0,0,0,0,0,1
"stu10",3432,1,0,0,0,0,0,0,1
"stu10",3433,0,0,0,0,0,0,0,1
"stu10",3434,1,0,0,0,0,0,0,1
"stu10",3452,0,0,0,0,0,0,0,1
"stu10",3454,1,0,0,0,0,0,0,1
"stu10",3464,0,0,0,0,0,0,0,1
"stu10",3466,1,0,0,0,0,0,0,1
"stu10",3469,0,0,0,0,0,0,0,1
"stu10",3470,1,0,0,0,0,0,0,1
"stu10",3471,1,0,0,0,0,0,0,1
"stu10",3479,1,0,0,0,0,0,0,1
"stu10",3483,0,0,0,0,0,0,0,1
"stu10",3485,1,0,0,0,0,0,0,1
"stu10",3488,1,0,0,0,0,0,1,0
"stu10",3494,1,0,0,0,0,0,1,0
"stu10",3504,0,0,0,0,0,0,0,1
"stu10",3505,1,0,0,0,0,0,0,1
"stu10",3543,0,0,0,0,0,0,0,1
"stu10",3544,1,0,0,0,0,0,0,1
"stu10",3645,1,0,0,0,0,0,1,0
"stu10",3646,0,0,0,0,0,0,1,0
"stu10",3649,1,0,0,0,0,0,1,0
"stu10",3650,0,0,0,0,0,0,1,0
"stu10",3651,1,0,0,0,0,0,1,0
